name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
11 Com,b,11 com b,Radial Velocity,0,1,326.03000000,0.32000000,-0.32000000,0,1.290000,0.050000,-0.050000,0,0.231000,0.005000,-0.005000,0,,,,,19.40000,1.50000,-1.50000,0,Msini,,,,,,,,,0,0,0,0,12h20m43.03s,185.179276,+17d47m34.3s,17.792868,93.37,1.92,-1.92,0,93.37,1.92,-1.92,0,4.740,,0,V (Johnson),4.372,,0,4742.00,100.00,-100.00,0,2.70,0.30,-0.30,0,19.00,2.00,-2.00,0,2014-05-14,Xinglong Station
11 Comae Berenices b,304,19.4 Jupiters,4.72307,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6988/11-comae-berenices-b/,Gas Giant,2007,19.4 Jupiters,1.08 x Jupiter,1.29 AU,326 days,0.23,11 UMi,b,11 umi b,Radial Velocity,0,1,516.21997000,3.20000000,-3.20000000,0,1.530000,0.070000,-0.070000,0,0.080000,0.030000,-0.030000,0,,,,,14.74000,2.50000,-2.50000,0,Msini,,,,,,,,,0,0,0,0,15h17m05.89s,229.274536,+71d49m26.0s,71.823898,125.72,1.97,-1.97,0,125.72,1.97,-1.97,0,5.016,0.009,0,V (Johnson),4.500,,0,4213.00,46.00,-46.00,0,2.78,0.69,-0.69,0,29.79,2.84,-2.84,0,2018-09-06,Thueringer Landessternwarte Tautenburg
14 And,b,14 and b,Radial Velocity,0,1,185.84000000,0.23000000,-0.23000000,0,0.830000,,,0,0.000000,,,0,,,,,4.80000,,,0,Msini,,,,,,,,,0,0,0,0,23h31m17.42s,352.822571,+39d14m10.3s,39.236198,75.59,0.71,-0.71,0,75.59,0.71,-0.71,0,5.227,0.009,0,V (Johnson),4.872,,0,4813.00,20.00,-20.00,0,2.20,0.10,-0.20,0,11.00,1.00,-1.00,0,2014-05-14,Okayama Astrophysical Observatory
11 Ursae Minoris b,409,14.74 Jupiters,5.013,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6989/11-ursae-minoris-b/,Gas Giant,2009,14.74 Jupiters,1.09 x Jupiter,1.53 AU,1.4 years,0.08,14 Her,b,14 her b,Radial Velocity,0,1,1773.40002000,2.50000000,-2.50000000,0,2.930000,0.080000,-0.080000,0,0.370000,0.000000,0.000000,0,,,,,4.66000,0.15000,-0.15000,0,Msini,,,,,,,,,0,0,0,0,16h10m24.31s,242.601303,+43d49m03.5s,43.817646,17.94,0.01,-0.01,0,17.94,0.01,-0.01,0,6.610,0.020,0,V (Johnson),6.379,,0,5338.00,25.00,-25.00,0,0.90,0.04,-0.04,0,0.93,0.01,-0.01,0,2018-09-06,W. M. Keck Observatory
16 Cyg B,b,16 cyg b b,Radial Velocity,0,1,798.50000000,1.00000000,-1.00000000,0,1.660000,0.030000,-0.030000,0,0.680000,0.020000,-0.020000,0,,,,,1.78000,0.08000,-0.08000,0,Msini,,,,,,,,,0,0,0,0,19h41m51.97s,295.466553,+50d31m03.1s,50.517525,21.15,0.01,-0.01,0,21.15,0.01,-0.01,0,6.250,,0,V (Johnson),6.057,,0,5750.00,8.00,-8.00,0,1.08,0.04,-0.04,0,1.13,0.01,-0.01,0,2018-09-06,Multiple Observatories
14 Andromedae b,246,4.8 Jupiters,5.23133,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6990/14-andromedae-b/,Gas Giant,2008,4.8 Jupiters,1.15 x Jupiter,0.83 AU,185.8 days,0.0,18 Del,b,18 del b,Radial Velocity,0,1,993.30000000,3.20000000,-3.20000000,0,2.600000,,,0,0.080000,0.010000,-0.010000,0,,,,,10.30000,,,0,Msini,,,,,,,,,0,0,0,0,20h58m25.94s,314.608063,+10d50m21.4s,10.839286,76.38,0.62,-0.62,0,76.38,0.62,-0.62,0,5.506,0.009,0,V (Johnson),5.244,,0,4979.00,18.00,-18.00,0,2.30,,,0,8.50,,,0,2014-05-14,Okayama Astrophysical Observatory
1RXS J160929.1-210524,b,1rxs j160929.1-210524 b,Imaging,0,1,,,,,330.000000,,,0,,,,,,,,,8.00000,1.00000,-1.00000,0,Mass,,,,,,,,,0,0,0,0,16h09m30.30s,242.376268,-21d04m58.9s,-21.083036,145.00,14.00,-14.00,0,139.67,1.32,-1.32,0,,,,,12.057,,0,4060.00,300.00,-200.00,0,0.85,0.20,-0.10,0,,,,,2015-04-01,Gemini Observatory
14 Herculis b,58,4.66 Jupiters,6.61935,2002,https://exoplanets.nasa.gov/exoplanet-catalog/6991/14-herculis-b/,Gas Giant,2002,4.66 Jupiters,1.15 x Jupiter,2.93 AU,4.9 years,0.37,24 Boo,b,24 boo b,Radial Velocity,0,1,30.35060000,0.00780000,-0.00770000,0,0.190000,0.012000,-0.009000,0,0.042000,0.048000,-0.029000,0,,,,,0.91000,0.13000,-0.10000,0,Msini,,,,,,,,,0,0,0,0,14h28m37.81s,217.157547,+49d50m41.5s,49.844852,96.25,0.64,-0.64,0,96.25,0.64,-0.64,0,5.580,,0,V (Johnson),5.305,,0,4893.00,15.00,-15.00,0,0.99,0.19,-0.13,0,10.64,0.84,-0.59,0,2018-04-26,Okayama Astrophysical Observatory
24 Sex,b,24 sex b,Radial Velocity,0,2,452.80000000,2.10000000,-4.50000000,0,1.333000,0.004000,-0.009000,0,0.090000,0.140000,-0.060000,0,,,,,1.99000,0.26000,-0.38000,0,Msini,,,,,,,,,0,0,0,0,10h23m28.37s,155.868210,-00d54m08.1s,-0.902244,72.21,0.68,-0.68,0,72.21,0.68,-0.68,0,6.441,0.010,0,V (Johnson),6.198,,0,5098.00,44.00,-44.00,0,1.54,0.08,-0.08,0,4.90,0.08,-0.08,0,2014-05-14,Lick Observatory
16 Cygni B b,69,1.78 Jupiters,6.215,1996,https://exoplanets.nasa.gov/exoplanet-catalog/6992/16-cygni-b-b/,Gas Giant,1996,1.78 Jupiters,1.2 x Jupiter,1.66 AU,2.2 years,0.68,24 Sex,c,24 sex c,Radial Velocity,0,2,883.00000000,32.40000000,-13.80000000,0,2.080000,0.050000,-0.020000,0,0.290000,0.160000,-0.090000,0,,,,,0.86000,0.35000,-0.22000,0,Msini,,,,,,,,,0,0,0,0,10h23m28.37s,155.868210,-00d54m08.1s,-0.902244,72.21,0.68,-0.68,0,72.21,0.68,-0.68,0,6.441,0.010,0,V (Johnson),6.198,,0,5098.00,44.00,-44.00,0,1.54,0.08,-0.08,0,4.90,0.08,-0.08,0,2014-05-14,Lick Observatory
